intervention,fpr,tpr
vasopressor,0.2915601023017903,0.9166666666666666
vasopressor,0.29411764705882354,0.9166666666666666
vasopressor,0.31074168797953966,0.9212962962962963
vasopressor,0.319693094629156,0.9212962962962963
vasopressor,0.32864450127877237,0.9259259259259259
vasopressor,0.34398976982097185,0.9305555555555556
vasopressor,0.3516624040920716,0.9351851851851852
vasopressor,0.36061381074168797,0.9351851851851852
vasopressor,0.37084398976982097,0.9444444444444444
vasopressor,0.3836317135549872,0.9444444444444444
vasopressor,0.39258312020460356,0.9537037037037037
vasopressor,0.4156010230179028,0.9629629629629629
vasopressor,0.42455242966751916,0.9629629629629629
vasopressor,0.43478260869565216,0.9629629629629629
vasopressor,0.4462915601023018,0.9629629629629629
vasopressor,0.45524296675191817,0.9629629629629629
vasopressor,0.4680306905370844,0.9629629629629629
vasopressor,0.4820971867007673,0.9675925925925926
vasopressor,0.5,0.9675925925925926
vasopressor,0.5166240409207161,0.9675925925925926
vasopressor,0.530690537084399,0.9675925925925926
vasopressor,0.5421994884910486,0.9722222222222222
vasopressor,0.5485933503836317,0.9768518518518519
vasopressor,0.5626598465473146,0.9768518518518519
vasopressor,0.5741687979539642,0.9814814814814815
vasopressor,0.5869565217391305,0.9814814814814815
vasopressor,0.5946291560102301,0.9814814814814815
vasopressor,0.6138107416879796,0.9814814814814815
vasopressor,0.629156010230179,0.9814814814814815
vasopressor,0.6470588235294118,0.9814814814814815
vasopressor,0.6572890025575447,0.9814814814814815
vasopressor,0.6662404092071611,0.9814814814814815
vasopressor,0.6726342710997443,0.9814814814814815
vasopressor,0.6828644501278772,0.9814814814814815
vasopressor,0.6918158567774936,0.9861111111111112
vasopressor,0.7007672634271099,0.9861111111111112
vasopressor,0.710997442455243,0.9861111111111112
vasopressor,0.7289002557544757,0.9861111111111112
vasopressor,0.7416879795396419,0.9907407407407407
vasopressor,0.7531969309462916,0.9907407407407407
vasopressor,0.7736572890025576,0.9907407407407407
vasopressor,0.7864450127877238,0.9907407407407407
vasopressor,0.7941176470588235,0.9953703703703703
vasopressor,0.8056265984654731,0.9953703703703703
vasopressor,0.8158567774936062,0.9953703703703703
vasopressor,0.8337595907928389,0.9953703703703703
vasopressor,0.8414322250639387,0.9953703703703703
vasopressor,0.8478260869565217,0.9953703703703703
vasopressor,0.8567774936061381,0.9953703703703703
vasopressor,0.870843989769821,0.9953703703703703
vasopressor,0.8861892583120204,0.9953703703703703
vasopressor,0.8989769820971867,0.9953703703703703
vasopressor,0.9053708439897699,0.9953703703703703
vasopressor,0.9156010230179028,0.9953703703703703
vasopressor,0.9232736572890026,0.9953703703703703
vasopressor,0.9322250639386189,0.9953703703703703
vasopressor,0.9398976982097187,0.9953703703703703
vasopressor,0.9462915601023018,0.9953703703703703
vasopressor,0.9552429667519181,1.0
vasopressor,0.9629156010230179,1.0
vasopressor,0.969309462915601,1.0
vasopressor,0.9782608695652174,1.0
vasopressor,0.9808184143222506,1.0
vasopressor,0.9846547314578005,1.0
vasopressor,0.989769820971867,1.0
vasopressor,0.9910485933503836,1.0
vasopressor,0.9936061381074168,1.0
vasopressor,0.9987212276214834,1.0
vasopressor,1.0,1.0
